City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Manado,ID,1.487,124.8455,74.17,94,20,2.3,few clouds
343,Nouakchott,MR,18.0858,-15.9785,67.93,61,100,8.99,overcast clouds
344,Seymchan,RU,62.8833,152.4333,-40.45,99,71,0.54,broken clouds
345,Divnomorskoye,RU,44.5011,38.1353,36.9,33,73,11.99,broken clouds
346,Buraydah,SA,26.326,43.975,52.32,30,0,6.42,clear sky
347,Deputatskiy,RU,69.3,139.9,-14.24,95,85,5.73,overcast clouds
348,Axim,GH,4.8699,-2.2405,78.1,88,17,5.66,light rain
349,Havre-Saint-Pierre,CA,50.2334,-63.5986,0.97,75,9,10.49,clear sky
350,Rosetta,EG,31.4044,30.4164,55.42,71,0,10.2,clear sky
351,Athens,GR,37.9795,23.7162,49.37,75,32,5.99,scattered clouds
352,Pathein,MM,16.7833,94.7333,61.41,82,62,3.91,broken clouds
353,Prince Rupert,CA,54.3161,-130.3201,44.94,89,100,2.77,light rain
354,Santa Engracia,ES,41.9406,-1.3245,53.13,66,99,3.22,overcast clouds
355,Lavrentiya,RU,65.5833,-171.0,-18.27,92,30,3.67,scattered clouds
356,Ketchikan,US,55.3422,-131.6461,48.18,87,100,5.75,overcast clouds
357,Freetown,SL,8.484,-13.2299,77.76,84,45,8.37,scattered clouds
358,Coahuayana,MX,18.7333,-103.6833,94.48,42,96,6.31,overcast clouds
359,Kaseda,JP,31.4167,130.3167,50.34,76,100,10.83,overcast clouds
360,Plettenberg Bay,ZA,-34.0527,23.3716,68.23,80,51,3.36,light rain
361,Coquimbo,CL,-29.9533,-71.3436,67.15,73,2,6.42,clear sky
362,Viedma,AR,-40.8135,-62.9967,84.07,21,0,4.72,clear sky
363,Sunndalsora,NO,62.6754,8.5515,35.65,98,94,1.12,light snow
364,Gohpur,IN,26.8833,93.6333,54.05,72,0,2.51,clear sky
365,Varadero,CU,23.1536,-81.2514,75.96,83,100,15.21,overcast clouds
366,Necochea,AR,-38.5473,-58.7368,67.03,53,0,6.53,clear sky
367,Alofi,NU,-19.0595,-169.9187,80.92,73,100,11.05,overcast clouds
368,Hasaki,JP,35.7333,140.8333,36.28,75,100,31.41,overcast clouds
369,Assare,BR,-6.8744,-39.875,75.88,56,63,2.37,broken clouds
370,Alugan,PH,12.2188,125.4808,78.84,81,100,10.22,overcast clouds
371,Rio Gallegos,AR,-51.6226,-69.2181,51.85,28,20,39.12,few clouds
372,Cape Coast,GH,5.1053,-1.2466,79.68,83,94,7.99,light rain
373,Davenda,RU,53.5556,119.317,-10.77,98,96,3.31,overcast clouds
374,Bandarbeyla,SO,9.4942,50.8122,74.01,69,25,13.53,scattered clouds
375,Shymkent,KZ,42.3,69.6,32.59,100,100,8.95,light intensity drizzle
376,Fevik,NO,58.3794,8.6766,40.77,91,100,15.93,light rain
377,Yermakovskoye,RU,53.2831,92.4003,-8.5,95,75,3.09,broken clouds
378,Stykkisholmur,IS,65.0757,-22.7297,28.51,91,100,12.48,light snow
379,Bethlehem,BR,-1.4558,-48.5044,77.04,94,75,6.91,broken clouds
380,Esperance,AU,-33.8667,121.9,63.1,72,41,12.68,scattered clouds
381,Igrim,RU,63.1906,64.4162,-20.06,100,93,2.06,overcast clouds
382,Betsiamites,CA,48.9413,-68.646,-6.05,93,31,4.47,scattered clouds
383,La Sarre,CA,48.8002,-79.1996,-13.7,93,88,2.35,overcast clouds
384,Kahului,US,20.8947,-156.47,80.62,66,20,17.27,few clouds
385,Suluq,LY,31.6682,20.2521,52.61,77,0,5.35,clear sky
386,Trapani,IT,37.8333,12.6667,51.98,91,88,6.49,overcast clouds
387,Mound,US,44.9366,-93.6661,9.12,63,100,8.01,overcast clouds
388,Touros,BR,-5.1989,-35.4608,83.3,76,8,14.0,clear sky
389,Port-Cartier,CA,50.0334,-66.8654,-6.79,87,61,6.69,broken clouds
390,Kutum,SD,14.2,24.6667,60.58,17,4,8.79,clear sky
391,Taoudenni,ML,22.6783,-3.9836,62.38,25,0,11.07,clear sky
392,Thunder Bay,CA,48.4001,-89.3168,3.99,64,58,3.06,broken clouds
393,Val-David,CA,46.0334,-74.2159,4.59,82,89,2.21,overcast clouds
394,Hirara,JP,24.8,125.2833,65.23,84,100,23.67,overcast clouds
395,Bemidji,US,47.4736,-94.8803,1.18,78,100,11.5,overcast clouds
396,Tarrafal,CV,15.2833,-23.7667,72.39,74,77,17.29,broken clouds
397,Gombong,ID,-7.6072,109.5142,76.84,92,100,3.62,moderate rain
398,Uruguaiana,BR,-29.7547,-57.0883,75.13,41,0,9.22,clear sky
399,Itaituba,BR,-4.2761,-55.9836,75.58,86,46,2.08,scattered clouds
400,Haines Junction,CA,60.7522,-137.5108,20.61,92,100,0.27,overcast clouds
401,Malangwa,NP,26.8568,85.5581,55.04,77,0,3.27,clear sky
402,Novyy Urengoy,RU,66.0833,76.6333,-14.06,100,90,8.34,overcast clouds
403,Anadyr,RU,64.75,177.4833,-32.01,73,0,13.42,clear sky
404,Port Lincoln,AU,-34.7333,135.8667,67.86,80,96,10.0,overcast clouds
405,Padang,ID,-0.9492,100.3543,76.1,81,99,4.16,overcast clouds
406,Henties Bay,NA,-22.116,14.2845,71.85,87,65,5.68,moderate rain
407,Palana,RU,59.1167,159.9667,-2.29,90,88,6.51,overcast clouds
408,Bridlington,GB,54.0831,-0.1919,48.02,92,100,7.0,overcast clouds
409,Vestmannaeyjar,IS,63.4427,-20.2734,33.96,73,99,29.84,overcast clouds
410,Hobyo,SO,5.3505,48.5268,78.1,71,91,16.69,overcast clouds
411,Krasnyy Chikoy,RU,50.3643,108.7512,-30.68,100,55,1.97,broken clouds
412,Sohbatpur,PK,28.5202,68.5434,59.36,33,3,3.78,clear sky
413,Belaya Gora,RU,68.5333,146.4167,-22.23,96,93,5.21,overcast clouds
414,Yasnyy,RU,51.0333,59.8742,14.22,96,92,12.53,overcast clouds
415,Lagoa,PT,39.05,-27.9833,56.5,59,88,4.7,overcast clouds
416,Fernandez,AR,-27.9204,-63.8935,76.57,30,0,7.05,clear sky
417,Keetmanshoop,NA,-26.5833,18.1333,77.09,53,100,9.33,light rain
418,Cabedelo,BR,-6.9811,-34.8339,80.51,77,7,11.88,clear sky
419,Novosil,RU,52.9739,37.0405,18.14,87,66,10.56,broken clouds
420,Nushki,PK,29.5542,66.0215,50.47,52,56,2.46,broken clouds
421,Stornoway,GB,58.2093,-6.3865,41.94,94,40,10.36,scattered clouds
422,Hazleton,US,40.9584,-75.9746,24.39,69,100,4.61,overcast clouds
423,Anzio,IT,41.4853,12.6179,51.85,94,75,5.66,broken clouds
424,Stromness,GB,58.965,-3.296,40.96,86,100,10.6,overcast clouds
425,Banjar,ID,-8.19,114.9675,78.66,87,99,1.36,overcast clouds
426,Raghogarh,IN,24.45,77.2,55.2,35,0,7.96,clear sky
427,Karratha,AU,-20.7377,116.8463,85.93,56,76,4.52,broken clouds
428,Graaff-Reinet,ZA,-32.2522,24.5308,68.92,82,80,6.93,broken clouds
429,Sinnamary,GF,5.3833,-52.95,76.59,89,67,9.78,broken clouds
430,Roald,NO,62.5833,6.1333,38.91,93,75,20.71,light intensity drizzle
431,Suntar,RU,62.1444,117.6319,-17.36,100,100,1.63,overcast clouds
432,Turukhansk,RU,65.8167,87.9833,-8.23,90,42,11.9,scattered clouds
433,Beringovskiy,RU,63.05,179.3167,-22.85,95,16,8.61,few clouds
434,Lubbock,US,33.6001,-101.8338,62.38,20,20,14.97,few clouds
435,College,US,64.8569,-147.8028,15.21,80,100,4.61,light snow
436,Davila,PH,18.4726,120.5763,78.13,74,49,1.21,scattered clouds
437,Thinadhoo,MV,0.5333,72.9333,81.45,76,75,8.84,broken clouds
438,Aquiraz,BR,-3.9014,-38.3911,83.17,82,16,9.22,few clouds
439,Orocue,CO,4.7912,-71.3354,89.42,34,20,8.37,few clouds
440,Fairbanks,US,64.8378,-147.7164,15.22,79,100,5.75,light snow
441,Ibra,OM,22.6906,58.5334,63.61,58,0,3.47,clear sky
442,Mandalgovi,MN,45.7625,106.2708,-7.71,86,47,7.34,scattered clouds
443,Adrar,MR,20.5022,-10.0711,63.18,21,78,11.63,broken clouds
444,Shizunai,JP,42.3339,142.3669,26.01,88,88,7.52,overcast clouds
445,Dali,CN,25.7,100.1833,37.72,63,0,2.15,clear sky
446,Mega,ET,4.05,38.3,63.21,34,53,4.68,broken clouds
447,Port Keats,AU,-14.25,129.55,77.02,82,60,6.08,broken clouds
448,Tupik,RU,54.4253,119.9327,-16.06,99,97,2.42,overcast clouds
449,Blagoyevo,RU,63.3667,47.9167,2.61,99,88,4.07,overcast clouds
450,Tabou,CI,4.423,-7.3528,77.5,86,69,4.14,broken clouds
451,Markova,UA,48.6758,24.4138,24.58,77,3,5.55,clear sky
452,Kumluca,TR,36.3703,30.2869,47.68,70,44,5.55,scattered clouds
453,La Asuncion,VE,11.0333,-63.8628,76.59,79,95,18.34,overcast clouds
454,Praya,CV,14.9215,-23.5087,72.14,78,0,14.97,clear sky
455,Severo-Yeniseyskiy,RU,60.3725,93.0408,-21.84,100,38,4.38,scattered clouds
456,Ustikolina,BA,43.5836,18.79,30.67,96,25,2.51,scattered clouds
457,Vysha,RU,53.8477,42.3777,15.76,96,87,6.2,overcast clouds
458,San Cristobal,VE,7.7669,-72.225,72.21,65,90,0.98,overcast clouds
459,Alta Gracia,AR,-31.6529,-64.4283,72.55,66,2,4.05,clear sky
460,Amuntai,ID,-2.4177,115.2494,73.67,89,98,2.17,overcast clouds
461,Basoko,CD,1.2391,23.616,74.1,51,66,1.68,broken clouds
462,Marawi,PH,7.9986,124.2928,63.64,87,100,2.55,overcast clouds
463,Arlit,NE,18.7369,7.3853,66.9,13,0,4.52,clear sky
464,Sola,VU,-13.8833,167.55,82.24,77,100,18.5,overcast clouds
465,Flinders,AU,-34.5833,150.8552,72.81,75,100,5.99,overcast clouds
466,Maxixe,MZ,-23.8597,35.3472,75.04,85,1,6.78,clear sky
467,Beloha,MG,-25.1667,45.05,74.46,89,13,9.64,few clouds
468,Chapais,CA,49.7834,-74.8492,-13.11,96,100,1.32,overcast clouds
469,Hefei,CN,31.8639,117.2808,41.95,77,80,3.09,broken clouds
470,Awjilah,LY,29.1081,21.2869,54.5,54,33,6.33,scattered clouds
471,Roma,US,43.2128,-75.4557,18.95,71,100,11.01,overcast clouds
472,Narsaq,GL,60.9167,-46.05,21.42,95,100,3.69,light snow
473,Kidal,ML,18.4411,1.4078,69.35,13,48,9.51,scattered clouds
474,Castro Daire,PT,40.8984,-7.9338,45.54,92,88,7.27,overcast clouds
475,Hamilton,US,39.1834,-84.5333,25.74,84,100,12.66,mist
476,Airai,TL,-8.9266,125.4092,62.53,85,40,2.28,scattered clouds
477,San Carlos De Bariloche,AR,-41.1456,-71.3082,76.75,27,5,25.32,clear sky
478,Nioro,GM,13.35,-15.75,78.21,12,30,7.81,scattered clouds
479,Emerald,AU,-23.5333,148.1667,78.35,54,0,13.18,clear sky
480,Svelgen,NO,61.7685,5.2955,38.5,92,100,4.63,overcast clouds
481,Luang Prabang,LA,19.8856,102.1347,60.08,79,64,2.1,broken clouds
482,Rassvet,RU,46.8333,40.75,26.29,85,0,4.21,clear sky
483,Gamba,GA,-2.65,10.0,77.34,87,98,1.79,light rain
484,Dunedin,NZ,-45.8742,170.5036,59.54,64,2,4.76,clear sky
485,Cabanas,CU,22.9758,-82.9219,72.07,81,100,15.08,overcast clouds
486,Vila,PT,42.0304,-8.1588,41.32,93,90,5.93,overcast clouds
487,Kattivakkam,IN,13.2167,80.3167,79.07,78,6,6.89,clear sky
488,Marica,BR,-22.9194,-42.8186,80.55,91,10,8.7,clear sky
489,Ontario,US,34.0633,-117.6509,87.57,9,0,8.05,clear sky
490,Namatanai,PG,-3.6667,152.4333,82.54,72,100,5.64,overcast clouds
491,Uglegorsk,RU,49.0833,142.0333,11.32,94,100,6.62,overcast clouds
492,Camana,PE,-16.6228,-72.7111,72.84,77,15,8.14,few clouds
493,Mayumba,GA,-3.432,10.6554,77.58,88,97,2.33,light rain
494,Evensk,RU,61.95,159.2333,-1.43,72,25,9.53,scattered clouds
495,Sarkikaraagac,TR,38.0794,31.3664,27.93,86,93,0.6,overcast clouds
496,Launceston,AU,-41.45,147.1667,68.14,78,89,8.05,overcast clouds
497,Dwarka,IN,22.2394,68.9678,69.12,61,0,9.75,clear sky
498,Nichinan,JP,31.6,131.3667,50.27,87,100,9.91,light rain
499,Margate,GB,51.3813,1.3862,50.97,89,100,10.0,light rain
500,Zhezkazgan,KZ,47.8043,67.7144,29.82,98,100,16.11,light snow
501,Carnot,CF,4.9409,15.8665,73.9,22,100,1.28,overcast clouds
502,Naduvattam,IN,11.4833,76.5667,50.2,86,58,2.62,broken clouds
503,Bathsheba,BB,13.2167,-59.5167,77.61,73,20,16.11,few clouds
504,Bwanga,TZ,-3.0308,31.7601,63.1,86,99,5.1,overcast clouds
505,Puerto Leguizamo,CO,-0.1934,-74.7819,79.48,78,100,3.33,light rain
506,Koygorodok,RU,60.445,50.9968,-2.47,100,100,3.06,overcast clouds
507,Prnjavor,BA,44.8703,17.6628,27.66,82,1,2.24,clear sky
508,San Jose,US,37.3394,-121.895,83.35,36,20,6.91,few clouds
509,Jega,NG,12.2175,4.3792,76.32,12,57,9.31,broken clouds
510,Wum,CM,6.3833,10.0667,70.32,20,37,3.24,scattered clouds
511,Jensen Beach,US,27.2545,-80.2298,72.07,69,40,5.75,scattered clouds
512,Qinzhou,CN,21.95,108.6167,49.17,80,47,10.89,scattered clouds
513,Srandakan,ID,-7.9386,110.2506,60.73,93,100,5.82,moderate rain
514,Ishigaki,JP,24.3448,124.1572,66.4,80,100,25.59,overcast clouds
515,Portland,US,45.5234,-122.6762,66.33,46,75,10.36,broken clouds
516,Qianguo,CN,45.1171,124.8568,-1.89,97,100,7.54,overcast clouds
517,Kharan,PK,28.5833,65.4167,55.99,43,65,12.62,broken clouds
518,Yambio,SS,4.5721,28.3955,81.59,29,90,3.47,overcast clouds
519,Amparafaravola,MG,-17.5833,48.2167,65.43,98,51,3.83,light rain
520,Ust-Maya,RU,60.4167,134.5333,-23.39,99,99,2.17,overcast clouds
521,Gigmoto,PH,13.7796,124.39,77.29,83,83,9.19,broken clouds
522,Chulman,RU,56.8479,124.9104,-43.37,100,98,0.47,overcast clouds
523,Shaunavon,CA,49.6501,-108.4181,34.02,70,36,15.46,scattered clouds
524,Usinsk,RU,65.9939,57.5281,4.32,98,96,8.48,overcast clouds
525,Sakaiminato,JP,35.55,133.2333,45.0,63,100,20.83,overcast clouds
526,Kasane,BW,-17.8167,25.15,65.97,79,1,3.02,clear sky
527,Vidin,BG,43.99,22.8725,37.11,66,97,4.99,overcast clouds
528,Gogrial,SS,8.5332,28.1004,76.8,15,24,6.31,few clouds
529,Boden,SE,65.8252,21.6886,14.0,88,87,6.31,overcast clouds
530,Bundaberg,AU,-24.85,152.35,80.22,74,22,1.99,few clouds
531,Zhaodong,CN,46.0833,125.9833,-7.4,98,100,6.06,overcast clouds
532,Marion,US,39.7684,-86.1555,21.58,72,100,10.36,overcast clouds
533,San Rafael,AR,-34.6177,-68.3301,84.18,18,24,12.15,few clouds
534,Akyab,MM,20.15,92.9,62.82,57,45,7.05,scattered clouds
535,Kununurra,AU,-15.7667,128.7333,75.18,88,75,18.41,thunderstorm
536,Tigil,RU,57.8,158.6667,-0.33,91,100,3.22,overcast clouds
537,Porto Belo,BR,-27.1578,-48.5531,78.78,69,21,4.83,moderate rain
538,Santiago,CL,-33.4569,-70.6483,78.85,45,0,17.27,clear sky
539,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.09,56,1,8.41,clear sky
540,Ciudad Bolivar,VE,8.1222,-63.5497,82.49,54,98,7.11,overcast clouds
541,Muros,ES,42.7762,-9.0603,52.23,84,20,18.61,few clouds
542,Midyat,TR,37.4247,41.3393,29.12,54,54,4.7,broken clouds
543,Azuaga,ES,38.2667,-5.6833,49.96,90,100,6.02,overcast clouds
544,Monte Alegre,BR,-2.0078,-54.0692,77.09,82,84,4.05,broken clouds
545,Alice Springs,AU,-23.7,133.8833,78.35,34,0,5.75,clear sky
546,Ardabil,IR,38.2498,48.2933,26.73,88,98,5.1,overcast clouds
547,Mastic Beach,US,40.7668,-72.8521,30.24,88,100,7.0,light snow
548,Alta Floresta,BR,-9.8756,-56.0861,72.01,95,99,2.26,light rain
549,Ilhabela,BR,-23.7781,-45.3581,75.11,89,56,8.79,broken clouds
550,Sari,IR,36.5633,53.0601,46.81,86,98,3.33,overcast clouds
551,Bindi,SL,9.9167,-11.45,75.65,16,20,2.3,few clouds
552,Auki,SB,-8.7676,160.7034,76.98,91,100,4.07,overcast clouds
553,Limoges,FR,45.75,1.3333,49.23,81,100,19.57,light rain
554,Matara,LK,5.9485,80.5353,72.97,88,94,9.35,overcast clouds
555,Lingyuan,CN,41.24,119.4011,6.48,85,72,10.8,broken clouds
556,Almaznyy,RU,48.0448,40.045,24.94,86,5,3.96,clear sky
557,Dezful,IR,32.3811,48.4058,57.56,45,0,3.56,clear sky
558,Kyabram,AU,-36.3167,145.05,83.88,27,18,13.67,few clouds
559,Itoman,JP,26.1247,127.6694,64.78,94,75,23.02,light rain
560,Puno,PE,-15.8333,-70.0333,49.6,74,86,5.06,overcast clouds
561,Belmonte,BR,-15.8631,-38.8828,79.3,87,100,6.91,overcast clouds
562,Cabo San Lucas,MX,22.8909,-109.9124,83.61,42,20,11.5,few clouds
563,Maun,BW,-19.9833,23.4167,70.84,66,7,2.44,clear sky
564,Hay River,CA,60.8156,-115.7999,-9.6,89,55,2.28,broken clouds
565,Ust-Omchug,RU,61.15,149.6333,-34.74,97,56,2.66,broken clouds
566,Redlands,US,34.0556,-117.1825,86.25,10,0,1.01,clear sky
567,Union City,US,37.5958,-122.0192,81.21,44,0,6.91,clear sky
568,Viking,CA,53.1001,-111.7684,24.01,90,72,7.78,broken clouds
569,Illapel,CL,-31.6308,-71.1653,72.9,57,0,6.44,clear sky
570,Rychnov Nad Kneznou,CZ,50.1628,16.2749,35.37,67,0,12.84,clear sky
571,Grand Gaube,MU,-20.0064,57.6608,81.37,77,93,7.0,overcast clouds
572,San Ramon,US,37.7799,-121.978,79.7,42,0,9.22,clear sky
573,Gravdal,NO,68.1214,13.5031,32.68,60,94,25.14,light snow
574,Puerto Del Rosario,ES,28.5004,-13.8627,64.08,77,20,8.05,few clouds
575,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
576,Kalmunai,LK,7.4167,81.8167,76.26,82,99,7.56,overcast clouds
577,Sorland,NO,67.667,12.6934,33.53,55,100,22.21,light snow
578,Zhob,PK,31.3411,69.4481,48.45,51,91,2.15,overcast clouds
579,Vila Franca Do Campo,PT,37.7167,-25.4333,59.2,74,17,5.41,few clouds
580,Qandala,SO,11.472,49.8728,73.36,62,32,4.34,scattered clouds
581,Burns Lake,CA,54.2331,-125.7533,36.82,92,100,2.08,overcast clouds
582,Alyangula,AU,-13.8483,136.4192,84.61,65,21,13.87,few clouds
583,Erzin,TR,36.9559,36.2,43.52,82,44,2.89,scattered clouds
584,Misratah,LY,32.3754,15.0925,57.2,63,47,8.12,scattered clouds
585,Ofunato,JP,39.0717,141.7167,22.15,59,94,5.88,overcast clouds
586,Owerri,NG,5.4833,7.0304,79.18,77,61,5.75,broken clouds
587,Lai,TD,9.3952,16.2989,78.46,16,63,5.61,broken clouds
588,Khonsa,IN,27.0167,95.5667,46.69,76,0,3.78,clear sky
589,Puerto Narino,CO,-3.7703,-70.3831,76.95,99,100,0.72,moderate rain
590,Umba,RU,66.6871,34.3429,22.59,95,100,16.33,snow
591,Gat,IL,31.61,34.7642,55.4,100,26,3.83,scattered clouds
592,Valdivia,CL,-39.8142,-73.2459,64.92,73,59,4.47,broken clouds
593,Ambulu,ID,-8.345,113.6058,75.34,92,100,2.08,overcast clouds
594,Vaitape,PF,-16.5167,-151.75,80.91,73,100,13.91,light rain
595,Nagua,DO,19.3832,-69.8474,78.85,78,20,0.0,few clouds
596,Jurado,CO,7.1053,-77.7641,78.33,88,100,3.06,light rain
597,Roberval,CA,48.5168,-72.2324,-14.6,98,86,5.26,overcast clouds
598,Benguela,AO,-12.5763,13.4055,75.94,82,90,2.24,overcast clouds
599,San Matias,BO,-16.3667,-58.4,76.59,87,100,3.58,overcast clouds
600,Nokaneng,BW,-19.6667,22.2667,69.53,76,13,3.4,few clouds
601,Volosovo,RU,59.4333,29.4833,32.56,96,100,13.51,light snow
602,Pauleni-Ciuc,RO,46.4,25.8333,24.12,90,100,0.67,overcast clouds
603,Leisure City,US,25.4954,-80.4292,73.99,77,100,8.05,overcast clouds
604,Harnai,PK,30.1005,67.9374,55.65,33,70,2.82,broken clouds
605,Sao Marcos,BR,-28.9711,-51.0681,67.21,99,28,2.42,scattered clouds
606,Emba,KZ,48.8264,58.1442,19.38,88,81,15.17,broken clouds
607,Octeville,FR,49.6261,-1.6435,48.06,93,75,17.27,moderate rain
608,Bonthe,SL,7.5264,-12.505,78.06,88,52,6.58,broken clouds
609,Raudeberg,NO,61.9875,5.1352,38.07,96,100,14.07,light rain
610,Merauke,ID,-8.4667,140.3333,81.19,76,65,10.63,broken clouds
611,Nhulunbuy,AU,-12.2333,136.7667,84.81,70,6,9.22,clear sky
612,Astoria,US,46.1879,-123.8313,61.88,81,0,11.5,clear sky
613,Lata,PT,40.1629,-8.3327,53.82,92,63,4.59,broken clouds
614,Tangshan,CN,39.6333,118.1833,18.59,96,82,3.71,broken clouds
615,Neuquen,AR,-38.9516,-68.0591,89.49,19,0,4.61,clear sky
616,Lasa,IT,46.6166,10.7002,25.36,66,1,2.17,clear sky
617,Kyritz,DE,52.9421,12.397,42.85,81,100,12.46,overcast clouds
618,Fukue,JP,32.6881,128.8419,51.84,65,97,23.94,overcast clouds
619,Powell River,CA,49.8496,-124.5361,50.27,69,96,3.44,overcast clouds
620,Loviisa,FI,60.4566,26.2251,35.46,97,100,17.0,overcast clouds
621,Saint-Francois,FR,46.4154,3.9054,48.67,65,0,19.57,clear sky
622,Batticaloa,LK,7.7102,81.6924,77.74,76,99,9.46,overcast clouds
623,Sobolevo,RU,54.4299,31.8996,22.01,86,63,12.19,broken clouds
624,Kochevo,RU,59.5994,54.3125,-1.19,100,93,2.91,overcast clouds
625,Takab,IR,36.4009,47.1133,17.58,73,16,3.94,few clouds
626,Fort Saint James,CA,54.4333,-124.25,35.67,92,100,1.99,overcast clouds
627,Kuchera,IN,26.9839,73.9719,58.8,36,0,7.18,clear sky
628,Nalut,LY,30.3333,10.85,52.74,29,18,13.47,few clouds
629,Kupang,ID,-10.1667,123.5833,78.48,82,52,4.0,broken clouds
630,Panama City,PA,8.9936,-79.5197,87.06,67,40,10.36,scattered clouds
631,Gwadar,PK,25.1216,62.3254,70.21,69,82,3.0,broken clouds
632,Faya,SA,18.3851,42.4509,48.72,48,67,2.39,broken clouds
633,Jiwani,PK,25.05,61.7417,70.92,70,98,5.41,overcast clouds
634,Rajaldesar,IN,28.0333,74.4667,61.63,32,0,8.7,clear sky
635,Taicheng,CN,38.731,113.228,7.68,74,3,5.03,clear sky
636,Mairana,BO,-18.1167,-63.9333,56.12,91,100,0.58,overcast clouds
637,Vestmanna,FO,62.1564,-7.1664,32.92,60,100,10.36,overcast clouds
638,Pionerskiy,RU,54.9508,20.2275,35.44,73,100,20.38,overcast clouds
639,Victor Harbor,AU,-35.5667,138.6167,79.72,83,54,7.96,broken clouds
640,Brae,GB,60.3964,-1.353,40.91,87,89,18.21,overcast clouds
641,Kyrylivka,UA,46.3759,35.3675,36.09,65,4,12.68,clear sky
642,Roscommon,IE,53.6333,-8.1833,40.6,94,100,8.84,light rain
643,Semey,KZ,50.4111,80.2275,23.34,88,100,14.27,light snow
644,Tazmalt,DZ,36.3868,4.3989,49.64,60,64,4.79,broken clouds
645,Bulawayo,ZW,-20.15,28.5833,64.9,58,2,8.88,clear sky
646,Yuncheng,CN,35.0231,110.9928,33.96,78,8,2.71,clear sky
647,Birao,CF,10.2849,22.7882,70.09,12,39,6.67,scattered clouds
648,Mahenge,TZ,-8.6833,36.7167,63.77,98,100,2.57,light rain
649,Neftekamsk,RU,56.092,54.2703,0.45,100,97,3.13,light snow
650,San Juan,AR,-31.5375,-68.5364,84.81,23,18,5.93,few clouds
651,Saquarema,BR,-22.92,-42.5103,78.82,92,13,8.28,few clouds
652,Batsfjord,NO,70.6345,29.7185,22.93,93,75,18.41,light snow
653,Quatre Cocos,MU,-20.2078,57.7625,81.09,85,87,14.56,light rain
654,Shubarkuduk,KZ,49.1447,56.4872,14.56,96,100,10.49,overcast clouds
655,Hervey Bay,AU,-25.2986,152.8535,80.04,75,15,19.89,few clouds
656,Caldwell,US,43.6629,-116.6874,48.74,46,0,8.05,clear sky
657,Abha,SA,18.2164,42.5053,48.45,43,0,0.0,clear sky
658,Broska,UA,45.3733,28.783,25.14,82,96,5.59,overcast clouds
659,Nizwa,OM,22.9333,57.5333,60.28,67,0,2.46,clear sky
660,Tautira,PF,-17.7333,-149.15,87.82,76,75,16.73,light rain
661,Tapes,BR,-30.6733,-51.3958,69.15,87,27,4.76,scattered clouds
662,Calabozo,VE,8.9242,-67.4293,87.85,31,76,4.81,broken clouds
663,Saint-Joseph,RE,-21.3667,55.6167,77.38,85,21,12.37,light rain
664,Along,IN,28.1667,94.7667,42.75,62,0,2.3,clear sky
665,Belyy Yar,RU,53.6039,91.3903,-25.71,83,94,0.0,mist
666,Te Anau,NZ,-45.4167,167.7167,61.68,54,51,1.07,broken clouds
667,Sumbe,AO,-11.2061,13.8437,76.23,83,100,2.62,overcast clouds
668,Jumla,NP,29.2747,82.1838,27.81,69,1,6.35,clear sky
669,Amapa,BR,1.0,-52.0,73.22,96,92,4.07,light rain
670,Tank,PK,32.2217,70.3793,59.74,35,96,3.27,overcast clouds
671,Kirakira,SB,-10.4544,161.9205,80.35,85,99,9.37,light rain
672,Palmer,US,42.1584,-72.3287,29.37,58,75,10.36,broken clouds
673,Weihe,CN,32.9952,105.3247,32.14,93,89,0.45,overcast clouds
674,Berdigestyakh,RU,62.0989,126.6992,-31.67,100,100,1.1,overcast clouds
675,Isangel,VU,-19.55,169.2667,84.15,73,87,10.04,overcast clouds
676,Formosa,AR,-26.1775,-58.1781,80.58,41,0,5.75,clear sky
677,Formosa Do Rio Preto,BR,-11.0483,-45.1931,71.56,91,39,0.22,heavy intensity rain
678,Maceio,BR,-9.6658,-35.7353,78.24,83,40,8.05,scattered clouds
679,Lasem,ID,-6.6922,111.4527,75.02,93,100,4.88,overcast clouds
680,Gorontalo,ID,0.5412,123.0595,74.21,91,99,2.19,overcast clouds
681,Waingapu,ID,-9.6567,120.2641,79.02,82,73,3.83,broken clouds
682,Denpasar,ID,-8.65,115.2167,78.46,94,75,3.44,broken clouds
683,Jalu,LY,29.0331,21.5482,54.48,54,52,6.71,broken clouds
684,San Lorenzo,PY,-25.3333,-57.5333,83.34,48,0,9.22,clear sky
685,Anloga,GH,5.7947,0.8973,81.32,83,70,13.89,broken clouds
686,Poum,NC,-20.2333,164.0167,82.47,75,97,10.58,light rain
687,Oga,IT,46.4631,10.347,20.7,89,7,4.88,clear sky
688,Nisia Floresta,BR,-6.0911,-35.2086,83.21,76,1,10.54,clear sky
689,Aksu,CN,41.1231,80.2644,27.48,41,21,5.23,few clouds
690,Shingu,JP,33.7333,135.9833,45.91,83,100,5.59,overcast clouds
691,Port-Gentil,GA,-0.7193,8.7815,80.76,78,100,7.4,overcast clouds
692,Kangaba,ML,11.9333,-8.4167,75.27,14,4,4.9,clear sky
693,Columbus,US,39.9612,-82.9988,23.47,68,100,10.36,overcast clouds
